cliente_id,edad_cliente,antiguedad_meses,frecuencia_compra,ticket_promedio,dias_desde_ultima_compra,canal_preferido,tipo_cliente,region,uso_descuento,visitas_web_30d,compras_ult_90d,reclamos_ult_12m,compro_campania,valor_compra_futura,valor_real_campania
66177,47,15,4,103.21,22,Mixto,Recurrente,Sur,0.12,6,2,0,1,210.69,210.69
66178,39,17,1,113.81,116,Online,Nuevo,Centro,0.064,5,0,0,0,106.55,0.0
66179,40,52,4,144.21,46,Mixto,Mayorista,Oriente,0.397,5,1,0,1,224.02,224.02
66180,44,4,4,130.23,29,Online,Nuevo,Norte,0.357,10,1,0,0,158.68,0.0
66181,46,2,4,89.48,24,Tienda,Recurrente,Sur,0.118,6,0,0,1,207.27,207.27
66182,30,56,6,225.71,44,Mixto,Recurrente,Sur,0.234,3,0,1,1,264.47,264.47
66183,40,4,5,93.36,147,Online,Mayorista,Norte,0.165,6,1,0,1,231.05,231.05
66184,30,36,3,40.56,84,Online,Nuevo,Centro,0.157,8,3,0,1,104.79,104.79
66185,31,59,4,221.47,60,Mixto,Recurrente,Occidente,0.421,3,0,0,1,266.2,266.2
66186,41,22,6,79.16,72,Mixto,Recurrente,Sur,0.126,1,3,0,1,221.92,221.92
66187,45,62,4,96.32,13,Tienda,Recurrente,Sur,0.061,6,1,1,1,163.73,163.73
66188,52,18,5,99.46,137,Online,Nuevo,Norte,0.582,10,1,0,0,202.34,0.0
66189,44,32,4,187.17,104,Mixto,Nuevo,Occidente,0.5,3,1,0,0,199.5,0.0
66190,54,89,11,141.67,65,Online,Nuevo,Sur,0.211,10,1,0,1,243.1,243.1
66191,41,15,1,73.16,239,Mixto,Nuevo,Norte,0.16,6,2,0,0,143.23,0.0
66192,27,40,4,56.27,6,Tienda,Recurrente,Occidente,0.233,4,3,0,1,195.58,195.58
66193,37,27,2,74.54,37,Tienda,Nuevo,Norte,0.082,6,2,0,0,75.06,0.0
66194,18,1,1,240.12,25,Mixto,Recurrente,Norte,0.343,11,3,0,0,256.3,0.0
66195,44,92,2,100.98,362,Tienda,Recurrente,Centro,0.109,6,1,0,0,164.09,0.0
66196,35,35,4,123.47,4,Tienda,Recurrente,Sur,0.201,7,1,0,1,173.37,173.37
66197,46,65,4,58.47,56,Online,Nuevo,Centro,0.367,7,1,0,0,117.73,0.0
66198,30,2,4,81.31,81,Tienda,Recurrente,Occidente,0.314,4,1,0,0,138.54,0.0
66199,52,14,5,126.23,66,Mixto,Nuevo,Norte,0.301,9,2,0,0,210.17,0.0
66200,41,19,4,114.41,193,Tienda,Recurrente,Occidente,0.569,1,0,1,0,214.87,0.0
66201,28,12,3,91.38,63,Tienda,Recurrente,Oriente,0.222,5,2,0,0,144.25,0.0
66202,27,2,4,147.86,7,Online,Mayorista,Centro,0.095,8,2,0,1,200.95,200.95
66203,30,14,1,97.19,94,Mixto,Recurrente,Centro,0.247,1,1,0,0,153.02,0.0
66204,31,21,7,76.01,6,Tienda,Recurrente,Sur,0.463,3,4,1,1,236.92,236.92
66205,29,9,3,109.44,11,Mixto,Mayorista,Sur,0.111,3,3,0,0,264.07,0.0
66206,48,24,3,118.85,288,Mixto,Recurrente,Oriente,0.118,4,1,0,0,156.96,0.0
66207,31,1,3,54.91,16,Tienda,Recurrente,Sur,0.255,1,1,2,0,156.23,0.0
66208,41,15,7,124.01,22,Tienda,Nuevo,Occidente,0.483,5,1,0,1,195.75,195.75
66209,55,14,7,72.33,15,Tienda,Recurrente,Centro,0.363,2,3,1,1,166.01,166.01
66210,38,8,2,89.9,227,Mixto,Nuevo,Occidente,0.138,4,3,0,0,160.36,0.0
66211,40,63,6,153.9,28,Tienda,Nuevo,Occidente,0.29,2,3,0,0,221.5,0.0
66212,54,3,6,127.67,20,Online,Recurrente,Occidente,0.22,9,1,0,1,186.71,186.71
66213,38,60,4,146.01,34,Mixto,Recurrente,Occidente,0.201,3,1,0,1,231.74,231.74
66214,33,34,4,117.6,6,Online,Recurrente,Sur,0.206,8,4,1,1,232.95,232.95
66215,41,120,3,74.52,48,Mixto,Nuevo,Oriente,0.338,6,1,0,1,130.28,130.28
66216,44,53,5,95.74,5,Online,Nuevo,Norte,0.255,6,3,0,1,190.74,190.74
66217,19,41,4,98.62,27,Tienda,Recurrente,Oriente,0.102,7,2,0,0,111.2,0.0
66218,35,23,7,139.46,181,Online,Nuevo,Sur,0.628,4,2,0,0,204.91,0.0
66219,35,91,6,115.32,142,Online,Nuevo,Norte,0.278,12,2,0,1,234.41,234.41
66220,48,16,3,113.21,107,Online,Recurrente,Sur,0.503,10,2,0,1,203.39,203.39
66221,20,105,6,87.12,140,Tienda,Nuevo,Occidente,0.187,2,1,0,0,180.28,0.0
66222,39,36,4,209.84,1,Tienda,Recurrente,Sur,0.296,5,4,0,1,278.02,278.02
66223,36,37,6,107.6,111,Tienda,Nuevo,Centro,0.331,9,1,1,0,159.71,0.0
66224,30,65,6,108.81,21,Mixto,Recurrente,Centro,0.499,5,3,0,1,212.19,212.19
66225,44,62,6,86.19,13,Tienda,Recurrente,Centro,0.459,6,1,0,1,201.13,201.13
66226,36,6,7,153.44,41,Tienda,Mayorista,Sur,0.13,3,2,1,0,233.31,0.0
66227,47,15,4,135.02,68,Online,Recurrente,Centro,0.272,4,1,0,0,180.79,0.0
66228,40,106,4,52.1,6,Tienda,Recurrente,Oriente,0.048,8,0,0,0,182.35,0.0
66229,18,7,1,100.99,40,Mixto,Nuevo,Norte,0.213,1,1,0,0,177.1,0.0
66230,41,3,3,55.64,70,Mixto,Recurrente,Centro,0.298,4,0,0,1,119.31,119.31
66231,30,1,4,75.99,30,Tienda,Recurrente,Centro,0.349,5,0,0,1,156.52,156.52
66232,28,42,7,68.17,66,Online,Nuevo,Sur,0.13,8,3,2,1,147.39,147.39
66233,42,16,7,101.83,92,Online,Nuevo,Oriente,0.627,8,1,0,1,209.24,209.24
66234,44,14,2,74.76,1,Online,Recurrente,Sur,0.213,9,3,0,1,134.85,134.85
66235,49,86,8,128.47,7,Tienda,Nuevo,Oriente,0.328,8,5,0,1,256.02,256.02
66236,18,36,4,54.33,18,Online,Recurrente,Sur,0.294,13,5,0,1,190.69,190.69
66237,47,60,6,65.51,37,Online,Nuevo,Centro,0.208,6,0,1,1,133.16,133.16
66238,38,30,4,78.51,2,Online,Mayorista,Sur,0.245,4,0,0,0,156.68,0.0
66239,25,5,4,102.38,37,Online,Nuevo,Centro,0.111,11,1,0,1,147.25,147.25
66240,27,7,3,87.32,12,Tienda,Nuevo,Norte,0.617,9,0,0,0,115.82,0.0
66241,32,32,6,85.36,13,Online,Recurrente,Oriente,0.299,7,2,0,1,213.32,213.32
66242,32,34,6,62.85,20,Tienda,Recurrente,Centro,0.289,4,3,1,1,173.73,173.73
66243,42,16,5,87.15,30,Mixto,Nuevo,Occidente,0.122,1,0,1,0,127.35,0.0
66244,38,27,5,130.61,211,Mixto,Recurrente,Sur,0.335,5,2,0,0,218.17,0.0
66245,22,45,4,164.13,4,Tienda,Recurrente,Sur,0.501,4,4,0,1,273.99,273.99
66246,30,31,5,169.82,29,Tienda,Nuevo,Occidente,0.004,8,1,0,1,204.32,204.32
66247,35,13,1,92.7,196,Tienda,Recurrente,Sur,0.165,4,2,1,0,184.57,0.0
66248,54,76,1,73.97,10,Tienda,Recurrente,Centro,0.295,13,1,1,0,114.9,0.0
66249,33,24,3,89.63,87,Tienda,Recurrente,Norte,0.211,4,0,0,1,142.29,142.29
66250,42,34,4,111.36,4,Tienda,Nuevo,Norte,0.192,4,3,1,0,176.62,0.0
66251,33,21,7,81.9,8,Tienda,Recurrente,Norte,0.192,4,1,0,0,180.45,0.0
66252,30,28,3,73.5,31,Mixto,Mayorista,Centro,0.083,2,0,0,0,160.22,0.0
66253,50,10,0,114.95,10,Tienda,Nuevo,Occidente,0.297,5,0,0,0,129.91,0.0
66254,25,10,4,131.78,59,Online,Nuevo,Centro,0.489,7,0,0,1,158.49,158.49
66255,39,83,2,100.25,141,Tienda,Recurrente,Sur,0.411,3,0,1,0,170.5,0.0
66256,35,8,2,97.13,9,Online,Recurrente,Oriente,0.232,5,1,0,1,209.07,209.07
66257,52,53,7,89.57,262,Online,Recurrente,Norte,0.298,5,2,0,0,239.9,0.0
66258,38,47,7,75.58,43,Tienda,Nuevo,Centro,0.452,7,2,0,1,163.17,163.17
66259,45,31,3,76.29,200,Tienda,Nuevo,Centro,0.064,7,2,0,0,148.22,0.0
66260,34,1,2,131.67,65,Tienda,Nuevo,Occidente,0.584,3,0,1,0,124.97,0.0
66261,56,8,4,72.13,80,Mixto,Recurrente,Centro,0.046,6,2,0,0,165.28,0.0
66262,51,14,5,108.41,76,Online,Mayorista,Centro,0.14,12,2,0,1,232.75,232.75
66263,52,4,4,42.68,16,Mixto,Mayorista,Norte,0.01,4,2,2,0,200.04,0.0
66264,40,18,2,73.36,138,Mixto,Recurrente,Norte,0.123,1,1,0,0,138.96,0.0
66265,38,11,2,162.88,88,Tienda,Mayorista,Norte,0.18,4,1,1,0,265.63,0.0
66266,46,7,3,92.97,13,Mixto,Recurrente,Norte,0.146,7,1,0,1,173.61,173.61
66267,52,36,3,125.9,41,Online,Recurrente,Centro,0.256,10,0,0,1,202.92,202.92
66268,28,5,8,80.23,37,Tienda,Recurrente,Sur,0.521,7,2,0,1,199.1,199.1
66269,35,6,4,73.0,97,Online,Mayorista,Norte,0.369,5,0,0,1,118.37,118.37
66270,46,17,8,118.83,6,Tienda,Recurrente,Sur,0.338,2,3,0,1,206.37,206.37
66271,29,12,7,91.33,273,Online,Recurrente,Centro,0.331,5,3,0,0,194.79,0.0
66272,39,8,1,56.65,6,Tienda,Mayorista,Oriente,0.126,8,2,0,0,139.19,0.0
66273,18,29,4,91.68,4,Tienda,Mayorista,Sur,0.357,4,4,0,0,230.03,0.0
66274,34,12,5,56.57,82,Mixto,Nuevo,Occidente,0.569,9,0,0,0,87.55,0.0
66275,54,84,4,90.4,31,Tienda,Nuevo,Sur,0.352,5,0,0,0,99.76,0.0
66276,18,17,3,65.68,73,Tienda,Nuevo,Oriente,0.458,5,2,0,1,129.93,129.93
66277,46,8,5,38.97,68,Online,Recurrente,Centro,0.089,6,0,1,0,142.03,0.0
66278,61,38,2,158.27,13,Mixto,Nuevo,Oriente,0.494,2,1,1,1,161.96,161.96
66279,41,31,4,170.43,94,Online,Nuevo,Norte,0.193,2,2,0,1,218.29,218.29
66280,18,9,4,172.8,13,Online,Recurrente,Oriente,0.361,11,3,1,0,255.95,0.0
66281,23,5,5,69.3,55,Tienda,Recurrente,Centro,0.273,4,4,0,1,224.33,224.33
66282,36,31,4,72.97,5,Tienda,Nuevo,Sur,0.195,5,1,0,0,119.21,0.0
66283,51,6,3,60.58,169,Tienda,Nuevo,Norte,0.326,3,2,0,0,95.12,0.0
66284,19,13,8,156.93,54,Tienda,Nuevo,Sur,0.373,5,3,0,0,211.4,0.0
66285,40,8,3,107.92,8,Tienda,Recurrente,Norte,0.584,4,0,0,0,175.62,0.0
66286,37,40,1,145.11,105,Tienda,Nuevo,Centro,0.406,7,1,0,0,156.43,0.0
66287,35,25,2,89.28,6,Online,Recurrente,Oriente,0.38,7,3,0,1,158.89,158.89
66288,33,17,3,110.97,25,Online,Recurrente,Centro,0.323,11,1,0,0,110.07,0.0
66289,45,9,3,180.48,2,Online,Recurrente,Sur,0.622,15,0,1,1,256.05,256.05
66290,31,5,0,96.38,4,Tienda,Mayorista,Centro,0.06,6,3,0,0,197.84,0.0
66291,42,23,2,147.78,24,Online,Recurrente,Oriente,0.263,11,1,0,0,210.11,0.0
66292,38,1,4,85.0,6,Online,Mayorista,Norte,0.146,5,0,0,1,206.03,206.03
66293,37,1,5,129.14,105,Online,Recurrente,Norte,0.036,1,0,0,0,151.23,0.0
66294,64,103,1,90.62,193,Tienda,Recurrente,Occidente,0.546,6,0,0,0,164.56,0.0
66295,29,37,4,104.87,45,Online,Nuevo,Norte,0.292,6,0,0,0,175.69,0.0
66296,20,3,2,68.15,2,Mixto,Recurrente,Occidente,0.304,4,2,0,1,134.39,134.39
66297,44,26,2,58.35,30,Online,Nuevo,Occidente,0.336,8,1,0,1,121.21,121.21
66298,37,19,4,166.7,52,Online,Recurrente,Norte,0.266,11,1,0,1,267.66,267.66
66299,22,62,6,114.22,58,Online,Recurrente,Occidente,0.289,8,1,0,0,200.49,0.0
66300,34,72,4,106.82,44,Tienda,Nuevo,Norte,0.072,2,1,0,1,142.06,142.06
66301,38,10,1,73.54,64,Online,Mayorista,Sur,0.272,5,1,0,0,179.79,0.0
66302,47,2,8,78.99,25,Tienda,Recurrente,Sur,0.202,3,1,0,0,229.14,0.0
66303,59,1,6,70.48,32,Online,Nuevo,Oriente,0.279,6,1,0,0,165.18,0.0
66304,68,46,5,169.42,133,Tienda,Recurrente,Centro,0.471,6,1,0,0,254.69,0.0
66305,56,24,3,75.56,14,Tienda,Nuevo,Sur,0.236,3,1,0,1,144.43,144.43
66306,23,43,5,68.89,36,Online,Nuevo,Oriente,0.375,4,0,1,0,59.37,0.0
66307,23,16,5,67.76,50,Tienda,Recurrente,Norte,0.034,3,0,0,0,144.3,0.0
66308,54,38,2,94.92,36,Tienda,Nuevo,Occidente,0.422,4,1,0,0,128.11,0.0
66309,54,67,7,51.07,24,Mixto,Recurrente,Centro,0.575,4,3,2,0,194.25,0.0
66310,53,27,8,51.59,72,Online,Nuevo,Oriente,0.626,11,4,0,0,199.01,0.0
66311,31,6,6,70.5,23,Tienda,Nuevo,Norte,0.252,6,1,0,0,108.27,0.0
66312,32,82,3,66.47,4,Online,Nuevo,Sur,0.285,12,0,0,1,129.12,129.12
66313,27,19,5,74.05,11,Mixto,Recurrente,Oriente,0.038,4,3,0,1,227.72,227.72
66314,37,64,5,107.99,36,Tienda,Recurrente,Norte,0.45,5,0,0,0,116.5,0.0
66315,43,4,4,62.8,10,Tienda,Recurrente,Sur,0.151,5,0,0,1,90.74,90.74
66316,47,29,5,169.24,60,Tienda,Nuevo,Norte,0.191,4,0,1,0,181.15,0.0
66317,51,1,3,72.22,109,Mixto,Recurrente,Norte,0.524,2,3,0,0,158.68,0.0
66318,47,4,7,120.76,13,Online,Nuevo,Centro,0.315,6,2,1,1,217.42,217.42
66319,46,6,4,74.74,20,Tienda,Nuevo,Oriente,0.229,1,3,0,1,103.25,103.25
66320,37,1,3,105.56,10,Tienda,Recurrente,Norte,0.239,6,0,0,0,184.92,0.0
66321,40,3,8,54.5,14,Online,Recurrente,Norte,0.439,10,3,0,1,185.91,185.91
66322,39,71,6,76.21,24,Mixto,Recurrente,Norte,0.283,3,2,0,0,197.76,0.0
66323,23,7,0,109.25,7,Tienda,Mayorista,Occidente,0.491,5,0,1,0,121.72,0.0
66324,41,62,4,87.67,27,Mixto,Recurrente,Norte,0.211,3,1,1,0,203.82,0.0
66325,37,2,2,67.13,19,Tienda,Nuevo,Sur,0.118,5,3,0,1,135.51,135.51
66326,53,8,6,121.45,56,Online,Nuevo,Oriente,0.473,9,1,0,1,198.73,198.73
66327,25,27,6,94.27,81,Online,Nuevo,Norte,0.391,5,1,0,1,152.67,152.67
66328,52,6,3,171.33,98,Online,Recurrente,Occidente,0.5,10,1,0,1,231.32,231.32
66329,43,104,3,162.4,15,Mixto,Recurrente,Centro,0.279,2,3,0,0,257.8,0.0
66330,41,77,4,116.29,121,Tienda,Nuevo,Centro,0.059,5,0,0,0,95.71,0.0
66331,28,83,5,107.64,39,Online,Nuevo,Centro,0.384,1,1,1,0,172.19,0.0
66332,39,32,6,127.53,151,Tienda,Nuevo,Occidente,0.522,5,0,0,0,169.37,0.0
66333,20,3,1,137.67,73,Online,Nuevo,Centro,0.24,7,1,0,0,184.91,0.0
66334,24,32,5,122.93,8,Tienda,Mayorista,Centro,0.363,8,1,0,1,222.29,222.29
66335,23,6,2,72.55,31,Mixto,Nuevo,Sur,0.13,6,1,0,1,105.62,105.62
66336,24,1,4,123.27,63,Tienda,Mayorista,Sur,0.268,3,0,0,1,184.06,184.06
66337,45,14,3,82.28,40,Mixto,Recurrente,Occidente,0.191,2,1,0,0,172.31,0.0
66338,23,4,6,69.08,1,Mixto,Nuevo,Occidente,0.41,6,1,1,0,179.89,0.0
66339,53,17,6,125.91,2,Online,Nuevo,Norte,0.338,9,1,0,0,160.54,0.0
66340,35,120,6,96.11,29,Online,Mayorista,Norte,0.08,11,3,0,1,242.34,242.34
66341,33,29,3,137.21,36,Online,Recurrente,Norte,0.109,9,1,0,0,231.73,0.0
66342,56,120,3,118.6,101,Mixto,Recurrente,Oriente,0.152,10,4,0,1,186.22,186.22
66343,53,14,4,45.41,122,Online,Nuevo,Sur,0.22,10,1,0,1,106.19,106.19
66344,32,10,4,209.23,9,Online,Mayorista,Oriente,0.235,10,0,0,1,288.84,288.84
66345,42,13,4,93.67,46,Mixto,Recurrente,Centro,0.542,7,1,0,0,199.31,0.0
66346,30,17,3,94.41,191,Tienda,Nuevo,Norte,0.086,8,2,0,0,143.67,0.0
66347,50,2,4,91.25,7,Tienda,Nuevo,Oriente,0.16,6,0,0,0,130.01,0.0
66348,45,1,1,165.65,39,Mixto,Recurrente,Occidente,0.349,7,3,0,1,208.14,208.14
66349,32,11,5,161.1,1,Online,Nuevo,Norte,0.208,7,2,0,1,214.08,214.08
66350,34,18,3,136.78,79,Online,Recurrente,Occidente,0.334,9,0,1,1,191.76,191.76
66351,36,7,7,76.66,30,Mixto,Recurrente,Centro,0.283,6,2,0,1,149.39,149.39
66352,38,2,4,42.66,92,Online,Nuevo,Occidente,0.093,12,0,0,0,92.14,0.0
66353,60,88,8,80.59,82,Online,Recurrente,Sur,0.253,9,4,0,0,219.96,0.0
66354,24,40,6,103.62,11,Online,Mayorista,Norte,0.242,11,1,1,1,205.29,205.29
66355,36,22,3,129.94,45,Online,Recurrente,Centro,0.109,4,1,0,1,152.41,152.41
66356,49,18,4,137.26,70,Tienda,Mayorista,Centro,0.307,3,1,0,0,212.43,0.0
66357,26,25,3,92.33,34,Tienda,Recurrente,Centro,0.25,4,0,0,1,113.32,113.32
66358,33,60,3,138.18,38,Online,Nuevo,Occidente,0.245,11,1,0,0,169.81,0.0
66359,58,9,5,51.73,17,Tienda,Recurrente,Occidente,0.347,6,0,0,0,128.41,0.0
66360,21,120,7,286.9,1,Online,Recurrente,Centro,0.284,5,1,0,1,304.29,304.29
66361,45,2,6,88.52,114,Online,Recurrente,Norte,0.196,8,1,0,1,162.82,162.82
66362,18,12,3,76.33,13,Tienda,Mayorista,Oriente,0.052,5,0,0,0,127.8,0.0
66363,34,37,4,167.39,37,Online,Nuevo,Sur,0.345,11,3,0,0,212.94,0.0
66364,53,41,4,106.85,83,Online,Nuevo,Centro,0.142,13,0,0,0,155.34,0.0
66365,35,1,6,78.21,10,Mixto,Mayorista,Norte,0.341,4,3,0,1,221.89,221.89
66366,34,8,4,168.59,29,Online,Nuevo,Norte,0.268,7,0,0,0,216.21,0.0
66367,24,5,5,55.17,27,Mixto,Nuevo,Oriente,0.148,2,1,0,0,135.03,0.0
66368,41,36,3,25.0,6,Online,Mayorista,Oriente,0.15,7,3,0,1,111.83,111.83
66369,18,26,2,210.05,87,Tienda,Recurrente,Occidente,0.064,6,2,0,1,239.25,239.25
66370,19,30,6,100.46,311,Online,Nuevo,Sur,0.238,15,2,0,0,203.36,0.0
66371,39,21,6,78.2,21,Mixto,Recurrente,Sur,0.386,6,1,1,1,197.84,197.84
66372,45,25,4,105.6,40,Online,Nuevo,Centro,0.189,9,1,0,0,146.48,0.0
66373,46,37,4,147.69,1,Online,Recurrente,Norte,0.24,6,1,0,1,207.94,207.94
66374,37,17,5,125.68,43,Online,Mayorista,Centro,0.164,6,0,0,0,205.19,0.0
66375,33,10,6,68.92,58,Online,Recurrente,Occidente,0.305,4,1,0,0,140.0,0.0
66376,46,1,6,83.75,5,Mixto,Nuevo,Norte,0.169,2,0,1,0,141.52,0.0
66377,36,8,7,94.02,27,Tienda,Nuevo,Sur,0.323,7,5,0,1,246.85,246.85
66378,52,67,5,117.57,8,Online,Nuevo,Sur,0.323,6,3,0,0,212.26,0.0
66379,48,8,6,91.24,94,Tienda,Recurrente,Centro,0.547,5,3,1,1,215.66,215.66
66380,29,40,4,123.02,8,Tienda,Mayorista,Sur,0.225,5,0,0,0,220.99,0.0
66381,46,78,4,83.26,3,Online,Mayorista,Sur,0.305,14,2,0,1,232.85,232.85
66382,21,5,8,56.93,21,Online,Nuevo,Occidente,0.435,5,1,0,1,149.8,149.8
66383,32,20,1,73.14,82,Online,Nuevo,Centro,0.406,7,3,1,0,72.73,0.0
66384,46,3,4,135.98,35,Tienda,Recurrente,Occidente,0.455,4,1,1,0,189.13,0.0
66385,28,15,7,62.56,254,Online,Nuevo,Sur,0.133,8,1,0,0,125.5,0.0
66386,39,35,3,70.05,142,Mixto,Nuevo,Centro,0.336,7,3,0,0,160.25,0.0
66387,18,33,2,84.62,213,Tienda,Recurrente,Oriente,0.188,6,1,0,0,156.19,0.0
66388,18,1,4,136.41,92,Online,Recurrente,Centro,0.254,6,0,1,1,181.66,181.66
66389,24,31,2,100.82,79,Online,Mayorista,Oriente,0.306,10,2,1,0,196.95,0.0
66390,35,9,2,79.31,44,Online,Recurrente,Oriente,0.265,3,0,0,0,90.08,0.0
66391,32,12,4,104.64,90,Mixto,Nuevo,Oriente,0.601,8,2,1,0,175.93,0.0
66392,34,22,4,121.7,49,Mixto,Nuevo,Occidente,0.507,2,1,0,0,202.15,0.0
66393,18,5,6,169.9,60,Mixto,Recurrente,Occidente,0.132,6,1,0,1,277.03,277.03
66394,39,34,5,107.31,20,Tienda,Nuevo,Oriente,0.357,3,2,1,1,132.62,132.62
66395,33,10,7,127.44,28,Tienda,Mayorista,Oriente,0.696,10,2,0,1,216.66,216.66
66396,41,13,6,267.69,149,Online,Recurrente,Centro,0.123,8,0,0,1,313.56,313.56
66397,37,34,3,121.97,104,Tienda,Recurrente,Oriente,0.141,12,2,0,1,194.07,194.07
66398,18,25,7,129.28,168,Online,Recurrente,Sur,0.335,10,2,1,1,177.12,177.12
66399,35,37,4,112.16,92,Mixto,Recurrente,Occidente,0.518,3,1,0,1,197.26,197.26
66400,42,36,3,82.82,83,Online,Recurrente,Occidente,0.115,12,2,0,1,145.15,145.15
66401,35,11,7,125.06,7,Mixto,Recurrente,Occidente,0.289,5,3,0,1,288.72,288.72
66402,27,11,4,152.61,20,Online,Mayorista,Centro,0.336,7,1,0,1,265.29,265.29
66403,38,48,3,98.39,120,Online,Recurrente,Norte,0.159,8,1,0,0,109.5,0.0
66404,32,15,5,86.85,8,Mixto,Nuevo,Norte,0.073,5,2,0,1,144.95,144.95
66405,46,63,3,220.75,171,Online,Nuevo,Oriente,0.164,8,0,0,0,240.1,0.0
66406,32,50,2,54.99,29,Online,Recurrente,Centro,0.314,9,0,0,1,135.43,135.43
66407,51,45,6,180.6,97,Mixto,Nuevo,Sur,0.361,8,1,0,0,249.21,0.0
66408,44,6,4,105.1,191,Tienda,Nuevo,Sur,0.4,5,1,0,0,145.01,0.0
66409,41,21,3,103.59,40,Tienda,Recurrente,Centro,0.105,2,1,0,1,178.03,178.03
66410,56,5,1,61.43,84,Online,Nuevo,Sur,0.388,10,0,1,1,90.47,90.47
66411,46,15,8,122.59,133,Tienda,Nuevo,Centro,0.104,4,3,0,1,185.34,185.34
66412,28,41,4,171.26,10,Online,Nuevo,Norte,0.312,6,1,1,1,204.99,204.99
66413,50,24,2,198.44,9,Tienda,Recurrente,Sur,0.215,4,3,0,0,262.58,0.0
66414,34,3,7,68.13,103,Tienda,Recurrente,Norte,0.154,3,4,0,1,122.14,122.14
66415,43,27,2,117.49,77,Tienda,Nuevo,Occidente,0.539,4,2,0,1,146.18,146.18
66416,39,36,6,101.13,32,Online,Mayorista,Sur,0.42,5,1,0,1,225.43,225.43
66417,18,4,5,64.23,39,Tienda,Recurrente,Occidente,0.295,7,2,0,0,172.6,0.0
66418,36,6,3,68.65,81,Tienda,Recurrente,Occidente,0.387,2,4,1,1,145.04,145.04
66419,29,90,5,110.72,68,Tienda,Mayorista,Sur,0.712,8,3,1,0,279.81,0.0
66420,18,20,2,113.65,32,Mixto,Mayorista,Norte,0.12,6,1,1,0,206.44,0.0
66421,30,38,3,89.09,53,Mixto,Recurrente,Occidente,0.52,5,2,0,1,178.87,178.87
66422,34,4,5,134.8,19,Online,Nuevo,Norte,0.199,8,1,1,0,219.03,0.0
66423,20,4,4,113.97,77,Online,Recurrente,Sur,0.094,7,2,0,0,192.92,0.0
66424,19,1,2,68.1,34,Online,Recurrente,Norte,0.379,10,2,0,0,148.67,0.0
66425,34,10,2,157.12,152,Tienda,Nuevo,Sur,0.576,5,0,0,1,126.1,126.1
66426,31,1,1,118.03,70,Mixto,Recurrente,Sur,0.659,5,4,0,1,224.37,224.37
66427,40,9,3,63.91,81,Online,Recurrente,Oriente,0.166,9,2,0,0,147.65,0.0
66428,22,30,5,61.63,51,Mixto,Recurrente,Centro,0.091,3,1,0,1,155.29,155.29
66429,47,113,2,110.69,35,Mixto,Nuevo,Centro,0.064,3,0,0,1,108.76,108.76
66430,43,47,3,150.34,7,Mixto,Nuevo,Sur,0.277,8,0,0,1,175.72,175.72
66431,37,1,2,80.35,48,Mixto,Mayorista,Centro,0.391,9,1,1,0,209.97,0.0
66432,42,1,5,106.43,77,Online,Nuevo,Centro,0.192,9,2,0,0,200.46,0.0
66433,66,51,2,168.66,31,Mixto,Nuevo,Norte,0.172,3,1,0,1,240.1,240.1
66434,38,20,6,91.85,90,Tienda,Nuevo,Centro,0.269,3,0,0,1,151.38,151.38
66435,48,2,3,89.55,85,Mixto,Recurrente,Centro,0.577,7,1,0,0,193.1,0.0
66436,40,44,5,168.48,88,Online,Nuevo,Norte,0.07,8,1,0,0,230.66,0.0
66437,40,70,6,93.15,25,Tienda,Recurrente,Oriente,0.102,0,1,1,0,170.29,0.0
66438,62,63,2,132.63,53,Online,Recurrente,Sur,0.261,11,1,0,0,140.46,0.0
66439,35,3,3,101.28,28,Mixto,Recurrente,Oriente,0.081,9,1,0,1,185.31,185.31
66440,26,3,3,140.0,49,Tienda,Nuevo,Centro,0.272,9,2,0,0,166.67,0.0
66441,45,10,3,72.76,44,Mixto,Nuevo,Centro,0.497,2,1,0,1,124.55,124.55
66442,34,109,6,144.18,40,Tienda,Recurrente,Norte,0.258,7,0,0,0,266.74,0.0
66443,50,2,1,61.36,267,Mixto,Nuevo,Centro,0.252,9,3,0,0,117.44,0.0
66444,31,73,4,69.91,3,Online,Recurrente,Occidente,0.233,4,2,0,0,175.98,0.0
66445,27,58,6,75.29,30,Online,Nuevo,Norte,0.625,9,3,0,1,181.94,181.94
66446,48,4,5,136.46,55,Online,Recurrente,Norte,0.48,7,1,0,1,210.58,210.58
66447,45,15,1,163.73,28,Online,Nuevo,Norte,0.535,2,1,0,1,206.26,206.26
66448,41,23,8,75.24,43,Tienda,Recurrente,Centro,0.422,4,1,1,1,187.33,187.33
66449,55,108,4,94.8,12,Tienda,Mayorista,Occidente,0.125,8,1,0,1,186.93,186.93
66450,18,6,6,71.32,44,Tienda,Recurrente,Norte,0.266,7,0,0,1,167.31,167.31
66451,34,39,2,142.35,55,Online,Nuevo,Centro,0.247,6,1,0,0,183.85,0.0
66452,22,3,3,78.74,111,Tienda,Mayorista,Centro,0.364,1,1,0,0,140.38,0.0
66453,58,31,6,51.01,17,Online,Recurrente,Occidente,0.182,9,2,0,1,153.06,153.06
66454,23,2,2,119.45,47,Online,Recurrente,Norte,0.438,9,1,1,0,190.19,0.0
66455,52,22,4,153.9,65,Mixto,Recurrente,Sur,0.253,7,1,0,0,180.18,0.0
66456,39,45,7,56.27,73,Online,Recurrente,Occidente,0.372,9,5,1,1,198.3,198.3
